price,bed,bath,sqft,type,yearbuilt,parking,heating,cooling,area
"$3,788,888",4,3,"3,020",Single Family,1980,Attached Garage,Forced air,No Data,South Bay
"$1,398,000",2,3,"1,380",Townhouse,1978,Attached Garage,Radiant,Other,South Bay
"$6,995,000",9,9,"5,474",Single Family,1938,Attached Garage,Forced air,None,South Bay
"$10,638,638",9,null,null,Single Family,1912,Attached Garage,Other,No Data,South Bay
null,5,null,null,Apartment,1950,Attached Garage,No Data,No Data,South Bay
"$7,500,000",2.19 acres,null,null,null,null,null,null,null,South Bay
"$3,449,034",6,null,null,Single Family,1970,Attached Garage,Other,No Data,South Bay
"$1,150,000",2,2,"1,440",Condo,1984,Attached Garage,Baseboard,None,South Bay
"$1,545,000",2,2,"1,680",Condo,1984,2 spaces,Forced air,None,South Bay
"$4,550,000",4,4,"2,555",Single Family,1952,"Carport, Detached Garage",Forced air,None,South Bay
"$3,150,000",5,3,"3,650",Single Family,1974,Attached Garage,Forced air,None,South Bay
"$2,398,000",2,1,"1,540",Single Family,1924,Carport,Forced air,None,South Bay
"$7,795,000",4,6,"5,175",Single Family,2019,Attached Garage,Forced air,Central,South Bay
"$3,495,000",0.66 acres,null,null,null,null,null,null,null,South Bay
"$1,899,888",3,2,"1,670",Single Family,1940,Attached Garage,Gas,None,South Bay
"$1,297,173",4,null,null,Single Family,2003,Attached Garage,Other,No Data,South Bay
"$369,000",3,2,"1,680",Mobile / Manufactured,2012,No Data,No Data,No Data,South Bay
"$1,603,995",4,4,"2,853",Single Family,2020,2 spaces,No Data,Single Family,South Bay
"$950,000",2,2,820,Single Family,1927,3 spaces,Forced air,Central,South Bay
"$983,893",3,null,null,Single Family,1955,Attached Garage,Other,No Data,South Bay
"$890,962",4,1,950,Single Family,1932,2 spaces,Forced air,None,South Bay
"$1,626,995",5,5,"2,917",Single Family,No Data,2 spaces,Forced air,Central,South Bay
"$4,850,000",0.46 acres,null,null,null,null,null,null,null,South Bay
"$1,593,995",5,5,"3,005",Single Family,2020,2 spaces,No Data,Single Family,South Bay
"$958,000",2,3,"1,487",Townhouse,1985,No Data,"Forced air, Other",None,South Bay
"$1,690,995",4,4,"2,853",Single Family,No Data,2 spaces,Forced air,Central,South Bay
"$1,588,000",2,null,null,Multi Family,1924,"Carport, Off street, On street",Wall,None,South Bay
"$999,950",3,2,"1,232",Single Family,1932,Attached Garage,Forced air,None,South Bay
"$914,682",2,null,null,Single Family,1947,Attached Garage,Other,No Data,South Bay
"$1,778,995",4,4,"3,028",Single Family,No Data,2 spaces,Forced air,Central,South Bay
"$749,950",2,1,"1,180",Single Family,1931,Attached Garage,Other,None,South Bay
"$1,580,995",5,5,"2,917",Single Family,2020,2 spaces,No Data,Single Family,South Bay
"$1,625,995",5,5,"3,071",Single Family,No Data,2 spaces,Forced air,Central,South Bay
"$1,069,000",4,null,null,Single Family,1959,Attached Garage,Forced air,None,South Bay
"$1,627,995",4,4,"3,028",Single Family,2020,2 spaces,No Data,Single Family,South Bay
"$1,700,000",3.36 acres,null,null,null,null,null,null,null,South Bay
"$1,593,995",5,5,"3,005",Single Family,2020,2 spaces,No Data,Single Family,South Bay
"$494,000","2,861 sqft",null,null,null,null,null,null,null,South Bay
"$1,466,627",5,null,null,Single Family,2001,Attached Garage,Other,No Data,South Bay
"$1,054,452",3,null,null,Single Family,1976,Attached Garage,Other,No Data,South Bay
"$1,603,995",4,4,"2,853",Single Family,2020,2 spaces,No Data,Single Family,South Bay
"$1,297,203",4,null,null,Single Family,1998,No Data,No Data,No Data,South Bay
"$1,200,000",3,2,"1,520",Single Family,1954,Attached Garage,Other,No Data,South Bay
"$957,320",3,null,null,Condo,1989,Carport,No Data,No Data,South Bay
"$698,000",2,2,"1,158",Condo,1986,Attached Garage,Forced air,None,South Bay
"$1,016,410",4,null,null,Single Family,1930,Attached Garage,Other,No Data,South Bay
"$999,998",4,null,null,Single Family,1990,2 spaces,Forced air,Central,South Bay
"$947,028",3,null,null,Single Family,1945,Attached Garage,Forced air,"Other, Wall",South Bay
"$1,154,910",3,null,null,Single Family,1990,Attached Garage,Other,No Data,South Bay
"$959,000",2,null,null,Single Family,1947,Attached Garage,Forced air,Central,South Bay
"$1,102,022",3,null,null,Single Family,1966,Attached Garage,Other,No Data,South Bay
"$1,627,995",4,4,"3,028",Single Family,2020,2 spaces,No Data,Single Family,South Bay
"$1,580,995",5,5,"2,917",Single Family,2020,2 spaces,No Data,Single Family,South Bay
"$1,269,888",--,null,null,Multi Family,1930,No Data,No Data,None,South Bay
"$1,301,246",4,null,null,Single Family,1993,Attached Garage,Other,No Data,South Bay
"$1,288,000",5,null,null,Single Family,1958,1 space,Forced air,None,South Bay
"$378,000",--,1,495,Condo,1974,Attached Garage,Forced air,None,South Bay
"$699,000",3,2,"1,242",Condo,1975,No Data,Forced air,None,South Bay
"$1,185,393",2,null,null,Single Family,1953,Attached Garage,Other,No Data,South Bay
"$649,950",2,2,"1,048",Condo,1974,"Carport, Attached Garage",Baseboard,None,South Bay
"$967,984",3,null,null,Single Family,1971,Attached Garage,Other,No Data,South Bay
"$1,368,000",4,3,"2,140",Single Family,1959,Attached Garage,Forced air,None,South Bay
"$999,737",3,2,"1,270",Single Family,1959,Attached Garage,Other,No Data,South Bay
"$1,157,687",3,null,null,Single Family,1973,Attached Garage,Other,No Data,South Bay
"$998,000",3,2,"1,090",Single Family,1956,Attached Garage,Forced air,None,South Bay
null,4,null,null,Single Family,1965,Attached Garage,Other,No Data,South Bay
"$528,000",1,null,null,Condo,1974,Attached Garage,No Data,No Data,South Bay
"$1,129,539",3,null,null,Single Family,1954,Attached Garage,Other,No Data,South Bay
"$935,826",3,null,null,Single Family,1946,1 space,Forced air,No Data,South Bay
"$1,088,000",4,3,"1,920",Single Family,1961,4 spaces,Forced air,None,South Bay
"$398,000",--,null,null,Condo,1974,No Data,No Data,None,South Bay
"$1,458,000",4,3,"2,900",Single Family,1962,Attached Garage,Forced air,None,South Bay
"$998,000",3,2,"1,370",Single Family,1962,Attached Garage,Forced air,None,South Bay
"$745,000",2,null,null,Condo,1975,Attached Garage,No Data,Wall,South Bay
"$977,658",3,null,null,Single Family,1949,Attached Garage,No Data,No Data,South Bay
"$630,000",2,2,"1,065",Condo,1974,Attached Garage,No Data,Other,South Bay
"$549,888",2,1,817,Condo,1974,No Data,Forced air,None,South Bay
"$987,352",3,null,null,Single Family,1955,Attached Garage,Other,No Data,South Bay
"$914,224",3,null,null,Condo,1979,No Data,No Data,No Data,South Bay
"$1,150,658",3,null,null,Single Family,1959,Attached Garage,Other,No Data,South Bay
"$999,888",3,1,"1,120",Single Family,1955,1 space,Other,None,South Bay
"$942,417",3,null,null,Single Family,1959,Attached Garage,Other,No Data,South Bay
"$1,137,079",3,null,null,Single Family,1959,Attached Garage,Other,No Data,South Bay
"$988,536",3,null,null,Single Family,1968,Attached Garage,Other,No Data,South Bay
"$1,208,888",3,2,"1,390",Single Family,1955,Attached Garage,Forced air,None,South Bay
"$919,000",3,2,"1,160",Single Family,1973,1 space,Forced air,None,South Bay
"$418,888",--,1,495,Condo,1974,Carport,No Data,None,South Bay
"$998,000",4,3,"2,077",Single Family,1973,Attached Garage,Forced air,None,South Bay
"$1,350,818",4,3,"2,800",Single Family,1957,2 spaces,Other,Central,South Bay
"$929,859",3,null,null,Single Family,1948,Attached Garage,No Data,No Data,South Bay
"$1,150,000",2,1,"1,080",Single Family,1953,2 spaces,Forced air,None,South Bay
"$488,000",1,null,null,Condo,1974,Attached Garage,Forced air,Wall,South Bay
"$3,958,000",4,3,"2,960",Single Family,1997,Attached Garage,Forced air,Central,South Bay
"$3,400,000",4,3,"2,090",Single Family,1962,Attached Garage,Forced air,Central,South Bay
"$2,125,000",5,4,"3,660",Multi Family,1978,2 spaces,Forced air,None,South Bay
"$2,498,000",4,4,"1,840",Single Family,2008,Attached Garage,Forced air,Central,South Bay
"$1,468,000",2,2,"1,844",Condo,1978,Carport,Gas,No Data,South Bay
"$1,098,000",2,2,"1,199",Condo,1975,No Data,Forced air,None,South Bay
"$4,695,000",4,5,"3,700",Single Family,2012,Attached Garage,Forced air,Central,South Bay
"$1,999,000",3,2,"2,459",Single Family,1925,1 space,Forced air,None,South Bay
"$3,479,800",4,4,"2,776",Single Family,1964,2 spaces,Forced air,Central,South Bay
"$3,988,000",5,3,"2,790",Single Family,1952,1 space,"Baseboard, Radiant",None,South Bay
"$2,456,815",3,null,null,Single Family,1934,1 space,Forced air,None,South Bay
"$1,199,000",3,2,"1,080",Single Family,1947,Attached Garage,Forced air,None,South Bay
"$1,949,956",3,3,"2,330",Townhouse,1975,Attached Garage,Forced air,Central,South Bay
"$1,945,000",3,3,"2,070",Townhouse,1975,Attached Garage,Forced air,Central,South Bay
"$1,588,000",3,3,"2,030",Townhouse,1971,Attached Garage,Forced air,None,South Bay
"$1,488,000",3,2,"1,100",Single Family,1956,Attached Garage,Forced air,None,South Bay
"$5,388,000",5,5,"4,170",Single Family,1992,Attached Garage,Forced air,Central,South Bay
"$2,198,000",3,null,null,Single Family,1948,"Carport, Detached Garage",Forced air,Central,South Bay
"$3,550,000",4,5,"3,719",Single Family,1970,Detached Garage,Forced air,No Data,South Bay
"$3,095,000",0.39 acres,null,null,null,null,null,null,null,South Bay
"$3,595,000",3,3,"2,620",Single Family,1948,Attached Garage,Forced air,Central,South Bay
"$1,749,000",3,2,"1,600",Townhouse,1970,2 spaces,Forced air,Central,South Bay
"$5,600,000",5,3,"3,300",Single Family,1981,Attached Garage,Forced air,None,South Bay
"$895,000",2,2,960,Condo,1978,Carport,Radiant,None,South Bay
"$1,988,000",2,3,"2,120",Townhouse,1971,2 spaces,"Forced air, Radiant",Central,South Bay
"$6,788,000",6,5,"5,088",Single Family,2003,2 spaces,Forced air,Central,South Bay
"$3,988,888",--,null,null,Multi Family,1956,Carport,Forced air,None,South Bay
"$5,895,000",5,3,"3,693",Single Family,1948,2 spaces,Forced air,Central,South Bay
"$1,072,719",3,null,null,Single Family,1953,Carport,No Data,No Data,South Bay
"$5,798,000",6,7,"5,430",Single Family,1999,Attached Garage,Forced air,Central,South Bay
"$1,698,000",2,2,"1,860",Condo,1978,2 spaces,Forced air,None,South Bay
"$2,598,000",4,3,"2,181",Single Family,2018,2 spaces,Forced air,Central,South Bay
"$1,304,825",3,1,"1,310",Single Family,1954,Carport,No Data,None,South Bay
"$1,159,022",3,null,null,Single Family,1952,Attached Garage,No Data,No Data,South Bay
null,3,null,null,Single Family,1937,Detached Garage,No Data,No Data,South Bay
"$2,295,000",3,3,"2,700",Townhouse,1986,Attached Garage,Forced air,No Data,South Bay
"$1,174,251",1,null,null,Single Family,1951,Attached Garage,Other,No Data,South Bay
"$1,985,000",3,3,"2,290",Townhouse,1974,Attached Garage,Forced air,Central,South Bay
"$1,105,476",3,null,null,Single Family,1952,Carport,No Data,No Data,South Bay
"$3,800,000",4,3,"1,640",Single Family,1950,Attached Garage,Radiant,None,South Bay
"$1,750,000",4,3,"2,270",Single Family,2016,Attached Garage,Forced air,Central,South Bay
"$3,995,000",4,5,"4,500",Single Family,1975,Attached Garage,Forced air,Central,South Bay
"$2,488,000",4,2,"2,020",Single Family,1921,1 space,Forced air,Central,South Bay
"$3,795,000",4,6,"4,300",Single Family,1948,Attached Garage,Forced air,None,South Bay
"$1,298,000",2,2,"1,200",Condo,1968,1 space,Forced air,Central,South Bay
null,2,null,null,Apartment,1961,Carport,Forced air,No Data,South Bay
"$2,998,000",3,3,"2,300",Single Family,2008,Attached Garage,Forced air,Central,South Bay
"$2,850,000",3,2,"1,843",Single Family,1952,Detached Garage,Gas,None,South Bay
"$2,195,000",3,1,980,Single Family,1955,Detached Garage,Gas,None,South Bay
"$2,169,569",3,null,null,Single Family,1951,Attached Garage,No Data,No Data,South Bay
"$4,988,800",4,3,"2,420",Single Family,1952,Attached Garage,Forced air,None,South Bay
"$4,380,000",4,3,"3,419",Single Family,1974,Attached Garage,"Forced air, Other",Central,South Bay
"$7,500,000",4,5,"5,800",Single Family,1995,Attached Garage,Forced air,Central,South Bay
"$10,495,000",5,7,"6,535",Single Family,1999,Attached Garage,Forced air,Central,South Bay
"$2,500,000",4,4,"2,727",Single Family,1957,Attached Garage,Forced air,Central,South Bay
"$19,999,999",8,11,"12,783",Single Family,1918,3 spaces,Radiant,Central,South Bay
"$14,988,000",3,4,"3,520",Single Family,1921,Attached Garage,Forced air,None,South Bay
"$10,380,000",5,6,"5,076",Single Family,1989,Attached Garage,Forced air,Central,South Bay
"$12,990,000",8,12,"14,685",Single Family,2005,8 spaces,"Forced air, Radiant",Central,South Bay
"$10,416,619",5,null,null,Single Family,1998,Detached Garage,Other,No Data,South Bay
"$8,098,000",5,7,"4,891",Single Family,2019,Detached Garage,Forced air,Central,South Bay
"$5,000,000",5,4,"4,075",Single Family,1939,Attached Garage,Forced air,None,South Bay
"$9,746,778",7,null,null,Single Family,2010,3 spaces,Other,Central,South Bay
"$16,980,000",2.56 acres,null,null,null,null,null,null,null,South Bay
"$6,500,000",3,3,"2,820",Single Family,1954,Attached Garage,Forced air,None,South Bay
"$5,295,000",3,3,"2,345",Single Family,1941,Carport,Forced air,None,South Bay
"$6,200,000",3,3,"3,322",Single Family,1951,2 spaces,Forced air,Central,South Bay
"$10,250,000",6,9,"7,845",Single Family,2019,Attached Garage,Forced air,Central,South Bay
"$16,800,000",7,8,"11,300",Single Family,1995,30 spaces,Forced air,Central,South Bay
"$2,499,000",3,2,"1,550",Single Family,1936,2 spaces,"Forced air, Radiant",Central,South Bay
"$11,526,654",6,7,"7,400",Single Family,1993,3 spaces,Other,Central,South Bay
"$7,900,000",5,5,"4,430",Single Family,1936,Attached Garage,Forced air,Central,South Bay
"$13,988,000",6,7,"5,576",Single Family,1949,Attached Garage,Forced air,Central,South Bay
"$6,280,000",3,3,"2,670",Single Family,1956,2 spaces,Forced air,None,South Bay
"$27,000,000",6,10,"12,189",Single Family,2018,6 spaces,"Forced air, Radiant",Central,South Bay
"$7,480,000",4,3,"2,965",Single Family,1951,Attached Garage,Forced air,None,South Bay
"$12,900,000",6,10,"9,786",Single Family,2018,2 spaces,Forced air,Central,South Bay
"$8,500,000",5,5,"3,790",Single Family,1930,2 spaces,Forced air,None,South Bay
"$1,890,000",6,6,"2,030",Single Family,1949,2 spaces,Forced air,Central,South Bay
"$1,625,000",3,2,"1,370",Single Family,1956,2 spaces,Forced air,None,South Bay
"$1,752,432",4,null,null,Single Family,1964,Attached Garage,Other,No Data,South Bay
"$1,088,000",2,2,"1,147",Condo,2009,2 spaces,Forced air,Central,South Bay
"$3,537,449",5,4,"4,280",Single Family,1988,3 spaces,"Forced air, Other",No Data,South Bay
"$1,599,000",3,2,"1,480",Single Family,1948,Attached Garage,Forced air,None,South Bay
"$698,000",2,2,926,Condo,1980,Attached Garage,Forced air,None,South Bay
"$2,499,000",4,4,"3,157",Single Family,2007,2 spaces,Forced air,None,South Bay
"$1,660,378",4,null,null,Single Family,1955,Attached Garage,Other,No Data,South Bay
"$1,749,000",4,2,"2,000",Single Family,1948,2 spaces,"Forced air, Other",No Data,South Bay
"$9,329,176",1.21 acres,null,null,null,null,null,null,null,South Bay
"$13,988,000",4,6,"10,969",Single Family,1985,Detached Garage,Forced air,Central,South Bay
"$1,450,000",3,2,"1,520",Single Family,1949,4 spaces,Forced air,Central,South Bay
"$5,998,000",4,4,"4,595",Single Family,2019,2 spaces,Forced air,Central,South Bay
"$4,590,828",4,5,"4,490",Single Family,1960,7 spaces,Forced air,None,South Bay
"$3,798,000",4,5,"3,972",Single Family,2019,Attached Garage,Forced air,Other,South Bay
"$2,195,000",4,3,"2,070",Single Family,1959,Attached Garage,Forced air,None,South Bay
"$1,850,000",3,2,"1,776",Single Family,1930,2 spaces,Forced air,Central,South Bay
"$1,299,000",3,2,"1,600",Single Family,1928,Detached Garage,Forced air,No Data,South Bay
"$2,599,000",5,4,"2,970",Single Family,1974,Attached Garage,Forced air,None,South Bay
"$1,588,505",2,null,null,Single Family,1927,Attached Garage,Other,None,South Bay
"$1,757,607",3,2,"1,530",Single Family,1961,Attached Garage,Other,"Central, Refrigeration",South Bay
"$2,195,000",3,3,"2,040",Single Family,1977,Attached Garage,Forced air,Central,South Bay
"$1,882,888",1.18 acres,null,null,null,null,null,null,null,South Bay
"$1,098,000",2,1,750,Single Family,1926,Detached Garage,Gas,None,South Bay
"$7,495,000",5,5,"3,744",Single Family,2008,Attached Garage,Forced air,Central,South Bay
"$3,295,000",4,4,"3,700",Single Family,2004,2 spaces,Forced air,Central,South Bay
"$1,450,000",3,2,"1,520",Single Family,1949,Detached Garage,Forced air,No Data,South Bay
"$1,450,000",3.66 acres,null,null,null,null,null,null,null,South Bay
"$3,795,000",3,2,"2,585",Single Family,1928,Attached Garage,Forced air,Central,South Bay
"$8,900,000",6,6,"8,240",Single Family,1988,Attached Garage,Forced air,Central,South Bay
"$3,495,000",3,4,"2,570",Single Family,1947,2 spaces,Forced air,Central,South Bay
"$1,413,593",3,null,null,Single Family,1931,Detached Garage,Other,No Data,South Bay
"$9,500,000",4,3,"3,140",Single Family,1949,2 spaces,Forced air,Central,South Bay
"$5,988,000",6,6,"7,022",Single Family,2005,2 spaces,Radiant,Central,South Bay
"$1,650,000",3,3,"2,880",Single Family,1991,Attached Garage,Baseboard,None,South Bay
"$495,000","7,405 sqft",null,null,null,null,null,null,null,South Bay
"$4,998,000",2,3,"2,480",Single Family,1986,6 spaces,Forced air,None,South Bay
"$1,800,000",2,1,830,Single Family,1927,"Off street, Detached Garage",No Data,No Data,South Bay
"$12,800,000",5,7,"10,440",Single Family,1988,Attached Garage,Forced air,Central,South Bay
"$23,000,000",6,8,"10,551",Single Family,2003,6 spaces,Other,Central,South Bay
"$499,000",0.25 acres,null,null,null,null,null,null,null,South Bay
"$1,528,000",2,3,"2,040",Single Family,1985,No Data,No Data,None,South Bay
"$3,450,000",4,2,"2,486",Single Family,1952,2 spaces,"Forced air, Other, Radiant",Central,South Bay
"$6,750,000",4,4,"4,370",Single Family,1973,3 spaces,Forced air,Central,South Bay
"$1,298,000",3,3,"1,200",Single Family,1924,Attached Garage,Forced air,None,South Bay
"$17,500,000",90 acres,null,null,null,null,null,null,null,South Bay
"$4,795,000",3,3,"2,350",Single Family,1949,6 spaces,Forced air,None,South Bay
"$2,749,000",3,2,"1,620",Single Family,1958,Attached Garage,Forced air,Central,South Bay
"$2,995,000",4,4,"2,330",Single Family,1972,Attached Garage,"Forced air, Radiant",None,South Bay
"$1,598,000",3,2,"1,490",Single Family,1947,Attached Garage,No Data,Central,South Bay
"$28,000,000",3,5,"7,960",Single Family,2006,Detached Garage,Forced air,Central,South Bay
"$6,385,000",3.34 acres,null,null,null,null,null,null,null,South Bay
"$1,849,000",2,3,"2,060",Single Family,1949,3 spaces,Forced air,Central,South Bay
"$6,785,000",3.89 acres,null,null,null,null,null,null,null,South Bay
"$1,722,235",3,2,"2,000",Single Family,1955,2 spaces,Forced air,Central,South Bay
"$3,338,000",4,4,"3,026",Single Family,2009,2 spaces,Forced air,Other,South Bay
"$3,798,000",7,8,"5,329",Single Family,1990,5 spaces,Forced air,None,South Bay
"$1,395,000",2,2,"1,330",Single Family,1931,Detached Garage,Forced air,No Data,South Bay
"$12,500,000",7,7,"6,670",Single Family,1941,2 spaces,Other,None,South Bay
"$2,399,000",3,3,"2,890",Single Family,1989,Attached Garage,Forced air,None,South Bay
"$3,195,000",4.23 acres,null,null,null,null,null,null,null,South Bay
"$19,500,000",5,6,"9,345",Single Family,1998,Attached Garage,Forced air,Central,South Bay
"$24,500,000",4,5,"8,082",Single Family,1928,Detached Garage,Radiant,None,South Bay
"$1,800,000",0.27 acres,null,null,null,null,null,null,null,South Bay
"$1,049,720",2,null,null,Single Family,1950,Attached Garage,No Data,No Data,South Bay
"$1,161,788",4,null,null,Single Family,1885,Attached Garage,No Data,No Data,South Bay
"$259,000",2,2,960,Mobile / Manufactured,1991,No Data,Forced air,None,South Bay
"$1,087,553",2,null,null,Single Family,1946,Attached Garage,No Data,No Data,South Bay
"$1,198,000",2,3,"1,428",Condo,2012,2 spaces,Forced air,Central,South Bay
null,6,null,null,Miscellaneous,1947,Attached Garage,Gas,No Data,South Bay
"$899,999",3,2,"1,110",Single Family,1948,Attached Garage,Other,No Data,South Bay
"$1,117,501",2,null,null,Single Family,1949,Attached Garage,Other,No Data,South Bay
"$1,410,000",3,2,"1,570",Single Family,1947,1 space,Other,Central,South Bay
null,--,null,null,Single Family,2020,No Data,No Data,Single Family,South Bay
"$1,999,000",8,3,"2,700",Single Family,1900,2 spaces,Forced air,Other,South Bay
"$1,019,000",3,1,"1,140",Single Family,1947,1 space,No Data,Other,South Bay
"$165,000",1,1,500,Mobile / Manufactured,1961,No Data,No Data,No Data,South Bay
"$275,000",3,2,"1,160",Mobile / Manufactured,2001,No Data,Forced air,Central,South Bay
"$1,171,952",3,null,null,Single Family,1947,Attached Garage,No Data,No Data,South Bay
"$1,680,000",--,null,null,Multi Family,1950,Carport,Forced air,None,South Bay
"$1,145,343",2,null,null,Single Family,1942,Attached Garage,No Data,No Data,South Bay
"$1,384,850",3,null,null,Single Family,1973,Attached Garage,No Data,No Data,South Bay
"$1,650,010",4,3,"1,854",Single Family,1948,1 space,Forced air,"Central, Solar",South Bay
"$299,900",3,2,"1,306",Mobile / Manufactured,2008,Carport,Forced air,Central,South Bay
"$1,812,347",4,null,null,Single Family,1950,Attached Garage,Other,No Data,South Bay
"$917,948",3,null,null,Single Family,1940,Attached Garage,No Data,No Data,South Bay
"$765,133",2,null,null,Single Family,1925,Attached Garage,No Data,No Data,South Bay
"$1,386,233",4,3,"1,770",Townhouse,1944,1 space,No Data,No Data,South Bay
"$1,998,000","7,235 sqft",null,null,null,null,null,null,null,South Bay
"$1,300,000",--,null,null,Multi Family,1920,No Data,Forced air,None,South Bay
null,1,1,680,Condo,1972,Carport,No Data,No Data,South Bay
"$1,590,000",3,null,null,Single Family,2019,Attached Garage,Forced air,Central,South Bay
"$1,374,576",4,null,null,Single Family,1912,Attached Garage,Other,No Data,South Bay
"$865,000",--,null,null,Multi Family,1959,Attached Garage,Wall,None,South Bay
"$565,000",1,1,680,Condo,1972,Carport,Electric,None,South Bay
"$1,099,000",4,null,null,Single Family,1956,Attached Garage,Other,No Data,South Bay
"$731,332",1,null,null,Single Family,1949,Attached Garage,No Data,No Data,South Bay
"$1,132,456",3,2,"1,110",Single Family,1955,2 spaces,Forced air,No Data,South Bay
"$541,883",1,null,null,Condo,1972,Carport,No Data,No Data,South Bay
"$1,270,581",3,2,"1,683",Single Family,1938,Attached Garage,Forced air,No Data,South Bay
"$539,000",1,1,650,Condo,1971,Carport,Baseboard,None,South Bay
"$588,162",2,null,null,Condo,1971,Carport,No Data,No Data,South Bay
null,3,null,null,Single Family,1955,2 spaces,Other,No Data,South Bay
"$1,800,000",--,null,null,Multi Family,1930,Attached Garage,Radiant,None,South Bay
"$772,868",--,null,null,Multi Family,1961,8 spaces,No Data,No Data,South Bay
"$785,000",2,2,"1,020",Single Family,1953,Attached Garage,Forced air,None,South Bay
"$1,299,000",2,2,"1,189",Single Family,2020,2 spaces,No Data,Single Family,South Bay
"$2,500,000",3,2,"1,700",Single Family,1946,4 spaces,"Forced air, Stove",None,South Bay
"$1,498,000",2,3,"2,494",Condo,1988,2 spaces,Forced air,None,South Bay
"$3,250,000",3,2,"2,907",Single Family,1970,Carport,Forced air,None,South Bay
"$1,098,000",3,2,"1,570",Condo,1961,Carport,Gas,None,South Bay
"$1,699,000",3,2,"1,458",Single Family,2020,2 spaces,No Data,Single Family,South Bay
"$3,650,000",5,5,"4,839",Single Family,2000,3 spaces,Forced air,Central,South Bay
"$988,000",2,2,"1,040",Condo,1972,Carport,Forced air,None,South Bay
"$1,217,964",2,null,null,Single Family,1943,Detached Garage,No Data,No Data,South Bay
"$2,595,000",5,4,"2,630",Single Family,1940,Carport,Forced air,None,South Bay
"$1,459,000",2,3,"1,600",Condo,2007,2 spaces,Forced air,Central,South Bay
"$2,968,000",4,3,"2,914",Single Family,1973,2 spaces,"Forced air, Other",None,South Bay
"$1,718,232",3,null,null,Single Family,1930,Attached Garage,No Data,No Data,South Bay
"$240,000","6,738 sqft",null,null,null,null,null,null,null,South Bay
"$1,595,000",2,null,null,Single Family,1948,Attached Garage,Forced air,Central,South Bay
"$848,000",1,1,755,Condo,2009,Carport,Forced air,Central,South Bay
"$959,000",1,1,762,Single Family,2020,1 space,No Data,Single Family,South Bay
"$2,389,733",4,null,null,Single Family,1991,Attached Garage,Forced air,Central,South Bay
"$999,000",2,2,"1,040",Condo,1973,No Data,Forced air,None,South Bay
"$3,398,000",4,5,"3,715",Single Family,1928,10 spaces,Forced air,Central,South Bay
"$4,150,000",4,5,"4,457",Single Family,2000,5 spaces,Forced air,None,South Bay
"$3,100,000",3,3,"2,600",Single Family,1987,Attached Garage,Forced air,None,South Bay
"$699,000","8,899 sqft",null,null,null,null,null,null,null,South Bay
"$3,298,888",4,4,"3,245",Single Family,2018,Attached Garage,Forced air,Central,South Bay
"$3,250,000",0.73 acres,null,null,null,null,null,null,null,South Bay
"$1,398,000",2,3,"1,793",Townhouse,1979,Attached Garage,Forced air,Central,South Bay
"$1,925,000",3,3,"2,532",Single Family,1948,Attached Garage,Forced air,None,South Bay
"$3,213,588",5,4,"2,840",Single Family,1979,6 spaces,Forced air,Central,South Bay
"$1,995,000",3,3,"1,670",Single Family,1972,2 spaces,Forced air,Central,South Bay
"$1,329,000",2,2,"1,655",Condo,1988,2 spaces,Forced air,None,South Bay
"$989,000",1,1,841,Single Family,2020,1 space,No Data,Single Family,South Bay
"$999,000",2,3,"1,080",Condo,1986,Carport,Other,No Data,South Bay
"$1,246,069",3,null,null,Single Family,2000,Attached Garage,Other,No Data,South Bay
"$1,107,774",3,null,null,Single Family,1954,Attached Garage,Other,No Data,South Bay
"$1,237,155",3,null,null,Single Family,1960,Attached Garage,Other,No Data,South Bay
"$159,000",2,1,600,Mobile / Manufactured,1972,No Data,No Data,None,South Bay
"$1,250,000",3,2,"1,562",Single Family,1971,Attached Garage,Forced air,None,South Bay
"$1,164,887",3,null,null,Single Family,1956,Attached Garage,Other,No Data,South Bay
"$1,564,033",3,null,null,Single Family,2004,Attached Garage,Other,No Data,South Bay
"$1,242,764",4,null,null,Single Family,2003,Attached Garage,Other,No Data,South Bay
"$69,000",1,1,612,Mobile / Manufactured,1967,No Data,Forced air,None,South Bay
"$1,284,626",4,3,"1,750",Single Family,1969,Attached Garage,Forced air,None,South Bay
"$1,209,139",4,3,"1,660",Single Family,1962,Attached Garage,Other,No Data,South Bay
"$750,000",3,2,"1,115",Townhouse,1971,Attached Garage,Forced air,None,South Bay
"$899,000",3,2,"1,290",Condo,2007,Attached Garage,Forced air,None,South Bay
"$1,096,284",3,null,null,Single Family,1947,1 space,Other,No Data,South Bay
"$799,000",2,null,null,Condo,1979,Attached Garage,Forced air,Central,South Bay
"$1,388,000",3,3,"1,420",Single Family,1954,Attached Garage,Forced air,None,South Bay
"$1,064,157",3,null,null,Single Family,1944,Detached Garage,No Data,No Data,South Bay
"$702,750",2,1,858,Condo,1971,2 spaces,Forced air,None,South Bay
"$1,225,000",--,null,null,Multi Family,1959,Attached Garage,Forced air,None,South Bay
"$999,190",3,null,null,Single Family,1941,1 space,Forced air,No Data,South Bay
"$688,000",2,2,911,Condo,1980,1 space,Baseboard,None,South Bay
"$999,999",4,2,"1,542",Single Family,1918,1 space,Forced air,None,South Bay
"$409,852",3,null,null,Condo,1979,Carport,No Data,No Data,South Bay
"$1,148,000",3,2,"1,150",Single Family,1956,Attached Garage,Forced air,None,South Bay
